Book_Name,Author,Rating,Number_of_Reviews,Price,Description,Listening_Time,Audible_Rank,Main_Genre,Genre_List
Who Moved My Cheese?,Tony Roberts,4.6,5895.0,615.0,"Random House presents the audiobook edition of Who Moved My Cheese? by Spencer Johnson, read by Tony Roberts and Karen Ziemba, with an introduction read by Kenneth Blanchard. ",0 days 01:39:00,254.0,Workplace Culture,"['Workplace Culture', 'Personal Success', 'Analysis & Strategy']"
Who Says Elephants Can't Dance?: Inside IBM's Historic Turnaround,Louis V. Gerstner Jr.,4.4,217.0,10873.0,"Enter Lou Gerstner. The presumption was that Gerstner had joined IBM to preside over its continued dissolution into a confederation of autonomous business units, effectively eliminating the corporation that had invented many of the industry's most important technologies. Instead, Gerstner took hold of the company, making the bold decision to keep it together, defiantly announcing, ""The last thing IBM needs right now is a vision.""",0 days 08:29:00,2997.0,Leadership,"['Leadership', 'Industries', 'Computers & Internet']"
Who Was George Washington?,Roberta Edwards,4.8,387.0,351.0,"In 1789, George Washington became the first president of the United States. He has been called the father of our country for leading America through its early years. Washington also served in two major wars during his lifetime: the French and Indian War and the American Revolution. Washington's fascinating story comes to life - revealing the real man, not just the face on the dollar bill!",0 days 01:03:00,29674.0,Political Biographies for Children,"['Political Biographies for Children', 'United States History for Children', 'Historical Biographies for Children']"
Who Will Cry When You Die? (Hindi): Life Lessons from the Monk Who Sold His Ferrari,Robin Sharma,4.4,217.0,668.0,"""When you were born, you cried while the world rejoiced. Live your life in such a way that when you die, the world cries while you rejoice."" (Ancient Sanskrit saying) ",0 days 05:09:00,133.0,Personal Success,"['Personal Success', 'Personal Development & Self-Help']"
Who's the Boss: Love in Times of Tinder,Shanaya Taneja,3.0,24.0,0.0,"I thought losing things was easy - like losing keys, your wallet, your smartphone or your followers on Facebook. ",0 days 00:17:00,100.0,Adult Collections & Anthologies,['Adult Collections & Anthologies']
Whole: Rethinking the Science of Nutrition,T. Colin Campbell PhD/PhD,4.6,907.0,702.0,What happens when you eat an apple? The answer is vastly more complex than you imagine. ,0 days 11:09:00,-1.0,Healthy Living & Wellness,"['Healthy Living & Wellness', 'Personal Development & Self-Help']"
Why I Am Not a Christian,Bertrand Russell,4.4,303.0,1172.0,"Dedicated as few men have been to the life of reason, Bertrand Russell has always been concerned with the basic questions to which religion also addresses itself - questions about man’s place in the universe and the nature of the good life, questions that involve life after death, morality, freedom, education, and sexual ethics. He brings to his treatment of these questions the same courage, scrupulous logic, and lofty wisdom for which his other work as philosopher, writer, and teacher has been famous. These qualities make the essays included in this collection perhaps the most graceful and moving presentation of the freethinker's position since the days of Hume and Voltaire. ",0 days 08:01:00,-1.0,Spirituality,"['Spirituality', 'Theology & Philosophy of Religion', 'History']"
Why I Am an Atheist and Other Works,Bhagat Singh,4.5,323.0,501.0,"Bhagat Singh is a name that became synonymous with revolution in India’s struggle for Independence. This young boy brought about a change in the way people thought about freedom. He was well read and fought extensively for rights – his own, his comrades’ and his countrymen’s.",0 days 03:00:00,537.0,Biographies of Activists,"['Biographies of Activists', 'Indian History', 'Asian History']"
Why I Love Singlehood: A Novel,Elisa Lorello,4.0,239.0,352.0,"Eva Perino is single and proud of it. So proud, in fact, that she regularly boasts about it in her blog, Why I Love Singlehood. But upon learning of her ex-boyfriend’s engagement, Eva discovers her foundation is weaker than her façade. So begins a clumsy (and occasionally uproarious) search for love as she secretly joins an online dating site, tries her hand at speed dating, and gets involved with one of the regulars at her coffee shop, The Grounds. ",0 days 09:25:00,3598.0,Contemporary Fiction,"['Contemporary Fiction', 'Action & Adventure Fiction', ""Women's Fiction""]"
Why I Stopped Wearing My Socks,Alok Kejriwal,4.7,665.0,668.0,Winner of the C.K. Prahalad award - Best Business Book of 2019 ,0 days 05:01:00,3179.0,Biographies of Business Leaders,"['Biographies of Business Leaders', 'Entrepreneurship', 'Industries']"
Why I'm No Longer Talking to White People About Race,Reni Eddo-Lodge,4.7,3000.0,569.0,"""I couldn't have a conversation with white folks about the details of a problem if they didn't want to recognise that the problem exists. Worse still was the white person who might be willing to entertain the possibility of said racism but still thinks we enter this conversation as equals. We didn't then, and we don't now."" ",0 days 05:53:00,3933.0,Civil Rights & Liberties,"['Civil Rights & Liberties', 'Racism & Discrimination Studies', 'Journalism Books']"
Why Jesus?: Rediscovering His Truth in an Age of Mass-Marketed Spirituality,Ravi Zacharias,4.7,329.0,500.0,"The author believes that over the past forty years movements like New Age spirituality and society's obsession with human potential have combined like a ""perfect storm"" to redefine for popular culture what has been for centuries the classic biblical definition of the person, work, and teaching of Jesus Christ. ",0 days 08:57:00,4600.0,Theology,"['Theology', 'Christology', 'Christian Apologetics']"
Why Not Me?,Mindy Kaling,4.6,1661.0,615.0,"Mindy Kaling has found herself at a turning point. So in Why Not Me?, she shares her ongoing journey to find fulfilment and adventure in her adult life, be it falling in love at work, seeking new friendships in unlikely places, or attempting to be the first person in history to lose weight without any behaviour modification whatsoever. ",0 days 04:57:00,-1.0,Biographies & Autobiographies,['Biographies & Autobiographies']
Why Suffering?: Finding Meaning and Comfort When Life Doesn't Make Sense,Ravi Zacharias,4.7,289.0,500.0,"Why would a loving and powerful God allow so much pain and suffering? In Why Suffering? Ravi Zacharias and Vince Vitale carefully walk you through a variety of responses that considered together provide a clear, comprehensive, and convincing answer. Responses like: ",0 days 07:03:00,1501.0,Christian Apologetics,"['Christian Apologetics', 'Christian Death & Grief', 'Christian Spiritual Growth']"
Why We Get Sick: The Hidden Epidemic at the Root of Most Chronic Disease - and How to Fight It,Benjamin Bikman PhD,4.8,133.0,773.0,"A scientist reveals the groundbreaking evidence linking many major diseases, including cancer, diabetes, and Alzheimer’s disease, to a common root cause - insulin resistance - and shares an easy, effective plan to reverse and prevent it.",0 days 06:54:00,931.0,Ageing Health,"['Ageing Health', 'Personal Development', 'Personal Development & Self-Help']"
"Why Zebras Don't Get Ulcers: The Acclaimed Guide to Stress, Stress-Related Diseases, and Coping - Now Revised and Updated",Robert M. Sapolsky,4.6,774.0,1289.0,"Now in a third edition, Robert M. Sapolsky's acclaimed and successful Why Zebras Don't Get Ulcers features new chapters on how stress affects sleep and addiction, as well as new insights into anxiety and personality disorder and the impact of spirituality on managing stress. ",0 days 17:16:00,2692.0,Stress Management,"['Stress Management', 'Healthy Living & Wellness', 'Personal Development & Self-Help']"
"Wicca for Beginners: A Guide to Wiccan Beliefs, Rituals, Magic, and Witchcraft",Lisa Chamberlain,4.7,1207.0,233.0,Everything you need to know to start your Wiccan journey.,0 days 02:31:00,4536.0,Witchcraft,"['Witchcraft', 'Wicca', 'Spirituality']"
Wild,Cheryl Strayed,4.4,13768.0,748.0,"A powerful, blazingly honest memoir: the story of an 1100-mile solo hike that broke down a young woman reeling from catastrophe and built her back up again. At 22, Cheryl Strayed thought she had lost everything. After her mother's death, her family scattered and her own marriage was destroyed. Four years later, with nothing more to lose, she decided to hike the Pacific Crest Trail from the Mojave Desert through California and Oregon to Washington State - alone. She had no experience as a long-distance hiker, and the trail was little more than an idea: vague, outlandish, and full of promise. But it was a promise of piecing together a life that had come undone. Strayed faces rattlesnakes and bears, intense heat and record snowfalls, and both the beauty and intense loneliness of the trail. ",0 days 12:59:00,3496.0,Grief & Loss,"['Grief & Loss', 'Travel & Tourism', 'Women Biographies']"
Willpower: Rediscovering the Greatest Human Strength,Roy F. Baumeister,4.4,658.0,1005.0,"One of the world's most esteemed and influential psychologists, Roy F. Baumeister, teams with New York Times science writer John Tierney to reveal the secrets of self-control and how to master it.",0 days 09:06:00,2189.0,Compulsive Disorders,"['Compulsive Disorders', 'Psychology', 'Personal Success']"
Wings of Fire,APJ Abdul Kalam,4.6,70.0,75.0,“We are all born with a divine fire in us. Our efforts should be to give wings to this fire”. President Kalam’s inspiring autobiography has touched the hearts of people all over the world. The book talks about the his humble beginnings in a small village in Tamil Nadu and his ascent to one of the most powerful positions in the country. ,0 days 01:15:00,80.0,Biographies of Presidents & Heads of State,"['Biographies of Presidents & Heads of State', 'Biographies & Autobiographies']"
Winners Take All: The Elite Charade of Changing the World,Anand Giridharadas,4.5,688.0,752.0,"Penguin presents the audiobook edition Winners Take All: The Elite Charade of Changing the World, written and read by Anand Giridharadas. ",0 days 09:36:00,847.0,Political Corruption & Misconduct,"['Political Corruption & Misconduct', 'Philanthropy & Charity', 'Capitalism']"
"Winnie-the-Pooh: A.A. Milne's Pooh Classics, Volume 1",A. A. Milne,4.7,898.0,468.0,"Blackstone Audiobooks presents, from the unabridged collection A.A. Milne's Pooh Classics, the 10 stories of Winnie-the-Pooh performed by Peter Dennis. This is the only reading of these immortal stories authorized by A.A. Milne's son, Christopher Robin, who wrote, ""Peter Dennis has made himself Pooh's Ambassador Extraordinare and no bear has ever had a more devoted friend. So if you want to meet the real Pooh, the bear I knew, the bear my father wrote about, listen to Peter.""",0 days 02:46:00,2506.0,Bears Fiction for Children,"['Bears Fiction for Children', 'Stories About Toys for Children', 'Animal Action & Adventure for Children']"
Winning,Jack Welch,4.6,503.0,13345.0,"Welch's optimistic, no excuses, get-it-done mind-set is riveting. Packed with personal anecdotes and written in Jack's distinctive no-b.s. voice, Winning is a great read and a great business book. It offers deep insights, original thinking, and nuts-and-bolts advice that are bound to change the way people think about work.",0 days 11:23:00,4011.0,Business Motivation & Self-Improvement,"['Business Motivation & Self-Improvement', 'Business Careers', 'Leadership']"
Winter of the World,Ken Follett,4.5,9615.0,323.0,"Five linked families live out their destinies as the world is shaken by tyranny and war in the mid-20th century. Berlin in 1933 is in upheaval. Eleven-year-old Carla von Ulrich struggles to understand the tensions disrupting her family as Hitler strengthens his grip on Germany. Into this turmoil step her mother’s formidable friend and former British MP, Ethel Leckwith, and her student son, Lloyd, who soon learns for himself the brutal reality of Nazism. ",1 days 07:43:00,1992.0,Historical Fiction,"['Historical Fiction', 'Historical Fiction']"
Women and the Weight Loss Tamasha,Rujuta Diwekar,4.4,415.0,836.0,"The nutritionist who taught us that simply eating (pun intended) is the key to a fab body is back with a comprehensive book on women, food and everything in between. From puberty to marriage, from pregnancy to menopause, Rujuta explains in detail the changes women go through (and, God knows, as Indian women, we go through way beyond those just hormonal - husband, in-laws, children, career, etc) and how what we do (or don't) during these phases affects our overall well-being. Building on her four principles of eating right from Don't Lose Your Mind, Lose Your Weight, she goes on to share her four strategies (Nutrition, Exercise, Sleep and Relationships) for each of these phases and especially the lifestyle disorders of Pcod, hypothyroid and diabetes. Rujuta, in her usual indomitable style, debunks (rubbishes rather) myths related to food, hormones and workouts; forces us to rethink our belief that pregnancy, menopause, hypothyroid, etc, come in the way of losing weight; and reveals just how easy it is to remain healthy, strong and fit through one's life. ",0 days 11:38:00,369.0,Weight Loss Diets,"['Weight Loss Diets', 'Middle Eastern History', 'Indian Literature']"
